@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs-1 {0,1,2,3}

@data
1012,'2019/01/28 16:08:06:870',8,98.785873,0.000003,59.81937,0.021861,83.626984,91.99836,0,6.609321,0.084265,6.303591,0.101604,0.000216,99.81955,0.000583,1.575532,19.941883,8.672818,0.000012,54.652809,0.000001,0.000623,0.004035,0.003795,98.607323,2.262221,0.000014,5.384858,-6.380417,0.005369,11.690556,13.277031,195.197205,1
1013,'2019/01/28 16:08:06:973',8,98.03376,0.000004,80.509369,0.012812,86.463478,97.847534,0,13.170014,0.093388,2.138718,0.105438,0.000346,99.7174,0.000603,3.714437,68.511597,2.634195,0.000009,56.021152,0,0.000251,0.003477,0.000129,99.676498,1.300988,0.000004,10.878702,-20.409737,-2.454059,11.091067,16.366863,193.838257,1
1014,'2019/01/28 16:08:07:071',8,97.634125,0.000003,86.770622,0.007339,86.222496,99.375206,0,20.812887,0.063677,1.94353,0.081416,0.000401,99.542633,0.000528,5.50646,88.704575,2.139395,0.000007,63.709343,0,0.000136,0.001991,0.000021,99.790321,3.609655,0.000002,14.024147,-18.648026,-3.399598,13.846358,13.384398,195.061432,1
1015,'2019/01/28 16:08:07:167',8,97.427513,0.000004,94.022331,0.004512,87.476608,99.661217,0,28.542122,0.047381,0.170054,0.076509,0.000941,99.011024,0.000811,29.606342,95.29081,0.218247,0.000008,88.310127,0,0.000024,0.000303,0.000003,99.870148,61.503593,0,17.68784,3.763527,-3.828832,11.511519,17.226833,195.12323,1
1016,'2019/01/28 16:08:07:269',8,98.238121,0.000004,96.344147,0.004423,89.472961,99.663383,0,51.706497,0.03823,0.04193,0.066955,0.001352,99.224052,0.001443,59.818085,96.1791,0.065828,0.000008,93.693802,0,0.000034,0.000185,0.000002,99.89164,78.086922,0,19.330385,8.220314,-1.894953,12.117118,21.45121,192.101868,1
1017,'2019/01/28 16:08:07:365',8,97.458015,0.000004,95.336082,0.005484,82.0214,99.388931,0,48.329739,0.048767,0.049794,0.045889,0.002008,98.695107,0.000668,68.856888,93.046478,0.062469,0.000008,94.482002,0,0.000023,0.000174,0.000002,99.879066,80.731308,0,18.559025,12.339256,-3.767616,11.9809,17.726624,192.439011,1
1018,'2019/01/28 16:08:07:462',8,97.0522,0.000004,95.910637,0.006148,75.372292,99.351463,0,44.876984,0.051214,0.078152,0.030326,0.001784,98.729927,0.000258,72.364029,85.924042,0.080357,0.000006,96.471367,0,0.000014,0.000145,0.000003,99.884216,85.064903,0,19.010685,18.449326,-4.529058,11.726384,17.516682,192.103577,1
1019,'2019/01/28 16:08:07:573',8,96.603615,0.000005,95.057182,0.013059,64.855644,99.200226,0,24.805859,0.046116,0.13931,0.027928,0.001556,99.005005,0.000137,76.207359,78.500328,0.101307,0.000004,98.459419,0,0.000004,0.000123,0.000004,99.901581,89.025322,0,18.374184,25.741426,-5.26047,11.050179,16.782114,191.325226,1
1020,'2019/01/28 16:08:07:672',8,97.351204,0.000006,94.357941,0.013543,64.092583,99.231552,0,22.435938,0.037411,0.166589,0.029031,0.000878,99.395058,0.000048,79.557915,77.683907,0.110769,0.000003,98.786835,0,0.000004,0.00012,0.000004,99.906082,89.751968,0,17.858025,26.42894,-3.978902,10.944356,15.140965,191.256516,1
1021,'2019/01/28 16:08:07:746',8,96.803688,0.000006,90.630989,0.0115,59.427979,99.005669,0,12.259046,0.039033,0.194714,0.032215,0.000805,99.440475,0.00003,79.049721,71.969963,0.106471,0.000002,99.028389,0,0.000003,0.000118,0.000006,99.909271,91.144325,0,15.284121,29.769188,-4.946565,9.772985,11.314855,193.865082,1
1022,'2019/01/28 16:08:07:842',8,97.797783,0.000006,82.2099,0.014055,57.46376,99.055267,0,3.460088,0.036427,0.202735,0.034083,0.000675,99.077133,0.000025,78.352234,77.596924,0.11136,0.000002,98.862595,0,0.000003,0.00012,0.000004,99.907089,92.955956,0,10.589252,28.615471,-3.03281,8.903695,7.914548,193.49173,1
1023,'2019/01/28 16:08:07:974',8,97.195877,0.000005,78.149529,0.011997,61.581482,99.373276,0,4.21255,0.045349,0.128588,0.043508,0.000528,98.693184,0.000022,78.149818,75.515831,0.079171,0.000001,98.276894,0,0.000005,0.000128,0.000005,99.898987,93.190971,0,8.805639,27.530563,-4.271818,8.346571,1.148952,194.873337,1
1024,'2019/01/28 16:08:08:047',8,98.75489,0.000007,60.943562,0.010038,74.239395,99.37709,0,4.185688,0.062663,0.074799,0.069201,0.000567,98.35849,0.000021,77.069542,72.523605,0.052616,0.000001,96.720459,0,0.000023,0.000151,0.000007,99.873871,94.903633,0,3.921939,23.168823,-0.132922,6.739947,8.983166,195.656937,1
1025,'2019/01/28 16:08:08:142',8,98.473145,0.000006,44.108341,0.005785,85.586166,99.210777,0,6.244252,0.125425,0.046729,0.111362,0.000611,97.920265,0.000024,73.785934,66.10498,0.033181,0.000001,85.797409,0,0.00019,0.000421,0.000021,99.402351,84.390068,0.000002,1.730459,10.878235,-1.167146,6.675908,7.493258,192.408173,1
1026,'2019/01/28 16:08:08:242',8,98.406677,0.000005,43.776775,0.008656,89.344337,99.437836,0,8.96136,0.162016,0.032891,0.112486,0.000633,97.652908,0.000019,68.810707,67.038849,0.02372,0.000001,71.161156,0,0.000642,0.001728,0.00005,95.360344,33.252182,0.000005,1.703617,-5.095261,-1.383577,6.256544,7.687049,191.970917,1
1027,'2019/01/28 16:08:08:339',8,97.982338,0.000004,47.513924,0.007215,91.578209,99.154327,0,21.234608,0.330072,0.021844,0.127742,0.000615,96.203979,0.000022,68.13279,54.05883,0.016091,0.000001,50.168564,0,0.003355,0.013521,0.000466,95.781967,1.400278,0.000022,2.055911,-22.480316,-2.585761,6.415753,7.386379,193.485703,1
1028,'2019/01/28 16:08:20:882',9,97.654282,0.010444,0.000753,0.003217,0.079405,0.000004,43.018196,0.050007,0.06219,99.995781,0.812088,0.122435,0.000144,94.724815,0.00045,0.003731,99.997345,0.065641,0.000003,49.241352,0.004549,0.192952,16.527411,50.112488,0.011259,0.000864,14.819323,-24.784683,-3.355788,-3.99629,3.716479,197.777328,2
1029,'2019/01/28 16:08:20:978',9,97.783363,0.012404,0.000675,0.004078,0.085181,0.000004,21.542683,0.042062,0.048105,99.998238,1.154776,0.180452,0.000106,96.811752,0.000503,0.003193,99.998047,0.056278,0.000003,57.943989,0.004553,0.192862,21.300468,50.097023,0.011258,0.000865,14.812853,-29.16951,-3.066172,-4.976648,2.978096,197.794662,2
1030,'2019/01/28 16:08:21:077',9,97.794296,0.013775,0.000572,0.003836,0.085776,0.000003,75.187935,0.027905,0.045676,99.999008,1.529921,0.141607,0.000151,95.391136,0.000426,0.001716,99.998581,0.058807,0.000002,65.157372,0.004551,0.192833,26.804499,50.102486,0.011257,0.000864,14.811139,-32.749802,-3.040905,-3.90054,2.628125,200.94339,2
1031,'2019/01/28 16:08:21:152',9,97.912254,0.01205,0.000536,0.002776,0.05415,0.000003,94.29361,0.015647,0.034306,99.999382,1.300436,0.112954,0.000308,94.623909,0.000431,0.00055,99.999031,0.04652,0.000003,75.353409,0.004547,0.192795,35.290981,50.081348,0.011258,0.000863,14.808371,-37.808327,-2.760051,-2.771322,3.02215,204.450058,2
1032,'2019/01/28 16:08:21:357',9,98.027283,0.011182,0.000407,0.003529,0.024271,0.000003,28.930346,0.009792,0.042296,99.99968,1.120255,0.084803,0.000765,95.447693,0.000375,0.00011,99.999214,0.044254,0.000002,87.409576,0.004539,0.192775,47.205158,50.077629,0.011259,0.000862,14.812078,-43.808449,-2.470841,-2.587221,2.436615,207.758911,2
1033,'2019/01/28 16:08:21:420',9,98.06472,0.00798,0.000391,0.005147,0.012655,0.000003,0.98761,0.009412,0.049711,99.999809,1.214802,0.063133,0.001005,95.04847,0.000345,0.000032,99.99939,0.049719,0.000002,93.628174,0.004534,0.192755,53.642685,50.087704,0.011261,0.000862,14.817397,-46.902496,-2.373114,-2.767363,2.621335,201.401352,2
1034,'2019/01/28 16:08:21:492',9,97.958221,0.009459,0.000446,0.005847,0.009527,0.000003,0.333937,0.006163,0.037419,99.999878,1.41697,0.046915,0.000648,94.169281,0.000306,0.000021,99.999496,0.063984,0.000002,96.567665,0.004535,0.192758,57.094116,50.113358,0.01126,0.000861,14.811715,-48.363449,-2.646414,-2.126791,1.807164,199.00415,2
1035,'2019/01/28 16:08:21:612',9,98.212784,0.010159,0.000552,0.014345,0.006496,0.000003,0.616271,0.007025,0.029434,99.999931,1.559497,0.036557,0.000466,93.847977,0.000252,0.000016,99.999596,0.064151,0.000002,98.379601,0.004536,0.192761,59.665966,50.113834,0.01126,0.000861,14.808287,-49.255692,-1.967617,-1.527932,2.028737,199.749817,2
1036,'2019/01/28 16:08:21:687',9,97.964409,0.011709,0.00076,0.031814,0.005992,0.000002,0.253907,0.011325,0.028357,99.999962,2.327607,0.02635,0.000472,93.626114,0.000229,0.000013,99.999702,0.059882,0.000003,99.148979,0.004538,0.192759,60.574768,50.106419,0.011258,0.00086,14.806902,-49.624107,-2.630906,-0.979013,2.588392,199.327301,2
1037,'2019/01/28 16:08:21:817',9,97.832108,0.012403,0.00095,0.045053,0.006345,0.000002,0.056587,0.019849,0.021959,99.999977,3.183085,0.021662,0.000325,93.505844,0.000199,0.000014,99.999763,0.041706,0.000005,99.575211,0.004542,0.192767,60.726173,50.074066,0.011258,0.00086,14.804107,-49.817917,-2.952512,-1.085846,1.444345,198.794296,2
1038,'2019/01/28 16:08:21:913',9,97.816223,0.014297,0.001575,0.084127,0.008614,0.000003,0.00513,0.048486,0.023912,99.999985,4.132578,0.015536,0.00041,94.051239,0.000176,0.000019,99.999794,0.043028,0.000008,99.789223,0.004547,0.192784,61.297192,50.076485,0.011256,0.00086,14.80383,-49.907516,-2.989814,0.064179,1.521733,195.691452,2
1039,'2019/01/28 16:08:22:014',9,98.038017,0.015747,0.002276,0.029553,0.006002,0.000004,99.213448,0.073644,0.048924,99.999985,2.443796,0.017646,0.000651,96.215347,0.000143,0.000016,99.999809,0.030295,0.000003,99.912018,0.004547,0.192779,61.141598,50.053776,0.011255,0.000862,14.812642,-49.993088,-2.443007,0.786188,2.900312,211.008698,2
1040,'2019/01/28 16:08:22:118',9,98.596687,0.025901,0.002456,0.00632,0.005881,0.000009,90.826752,0.033218,0.071601,99.999985,1.543822,0.014009,0.001998,96.476006,0.000109,0.000027,99.99958,0.038172,0.000001,99.958221,0.00454,0.192814,61.018585,50.067425,0.011247,0.000863,14.813527,-50.037094,-0.739013,-0.043038,1.709132,205.15802,2
1041,'2019/01/28 16:08:22:213',9,97.752678,0.02943,0.002376,0.003726,0.005879,0.000014,90.574249,0.018374,0.061043,99.999985,1.376187,0.009318,0.008355,95.372864,0.000082,0.000075,99.998642,0.041164,0.000001,99.977737,0.004542,0.192834,61.562599,50.071083,0.011244,0.000863,14.806278,-50.045918,-3.136499,0.891794,1.671194,200.083893,2
1042,'2019/01/28 16:08:22:315',9,97.728355,0.031809,0.002351,0.00219,0.005169,0.00002,92.982018,0.011461,0.071925,100,1.00409,0.008671,0.020116,93.704994,0.000074,0.00012,99.996521,0.062063,0,99.979309,0.004539,0.192877,60.606415,50.10463,0.011242,0.000864,14.807372,-50.064621,-3.191561,0.551794,0.665488,199.598953,2
1043,'2019/01/28 16:08:22:418',9,97.514771,0.049179,0.002555,0.001011,0.006415,0.000035,97.680107,0.006971,0.066389,100,0.740898,0.008324,0.031733,92.424324,0.000062,0.000343,99.989853,0.062595,0,99.982849,0.004548,0.192949,60.174316,50.093674,0.011228,0.000864,14.788483,-50.074364,-3.651802,0.341059,0.353337,198.986237,2
1044,'2019/01/28 16:08:22:516',9,97.930405,0.067898,0.001734,0.000336,0.004453,0.000051,85.353516,0.003455,0.056401,100,0.466822,0.007055,0.018623,92.545364,0.000055,0.000506,99.960999,0.055424,0,99.985214,0.004557,0.193048,59.959759,50.051617,0.011209,0.000866,14.753715,-50.069492,-2.715463,-0.179085,0.583155,199.474808,2
1045,'2019/01/28 16:08:22:613',9,97.719986,0.065029,0.001495,0.000472,0.006324,0.000051,92.556221,0.002295,0.045313,100,0.568095,0.005473,0.028165,90.908447,0.000044,0.001769,99.860558,0.057499,0,99.990273,0.004559,0.193139,59.376759,49.867138,0.01119,0.000868,14.694792,-50.07151,-3.210374,0.345901,0.061107,198.795959,2
1046,'2019/01/28 16:08:22:690',9,97.676575,0.04039,0.001171,0.001267,0.006433,0.000046,91.400543,0.00488,0.047724,100,0.588309,0.004213,0.046799,88.103905,0.000037,0.006304,99.406151,0.067335,0,99.991928,0.004549,0.193421,59.274326,49.059914,0.011116,0.000879,14.459281,-50.076366,-3.3069,0.759508,-4.669758,197.776123,2
1047,'2019/01/28 16:08:22:818',9,98.098846,0.036854,0.001228,0.001211,0.007741,0.000068,64.783806,0.005834,0.037953,100,0.578173,0.00262,0.242989,82.007759,0.000037,0.042796,97.396103,0.051435,0,99.985718,0.004565,0.193819,58.740139,45.454628,0.01072,0.000936,13.375171,-50.130428,-2.282429,3.310329,6.788743,193.212097,2
1048,'2019/01/28 16:08:22:891',9,96.021423,0.035247,0.001415,0.001446,0.01376,0.000056,5.42311,0.009704,0.024364,100,0.677997,0.002283,0.494839,70.151215,0.000036,0.244702,91.508881,0.05704,0,99.975319,0.004588,0.194141,55.788673,35.3787,0.009633,0.001129,10.589138,-50.26107,-6.08177,-0.089299,5.545555,182.048294,2
1049,'2019/01/28 16:08:23:021',9,87.991035,0.01521,0.000505,0.001111,0.002753,0.000003,0.00503,0.015801,0.011177,100,0.761522,0.000665,0.022219,68.81871,0.000021,0.003512,97.148842,1.011685,0.00003,99.990067,0.00448,0.193786,60.673023,46.719967,0.010687,0.000944,13.252059,-50.517323,-12.042091,-8.04176,0.43722,174.309067,2
1050,'2019/01/28 16:08:23:126',9,91.325394,0.009357,0.000113,0.00053,0.001905,0.000001,0.004645,0.010131,0.0036,100,0.967861,0.000417,0.045635,73.792374,0.000007,0.000744,98.639374,33.962196,0.001833,99.990555,0.002733,0.198332,98.943825,91.12249,0.010989,0.000897,14.04357,-66.992989,-10.229856,-10.571135,2.73643,169.199905,2
1051,'2019/01/28 16:08:23:218',9,87.275291,0.007983,0.000049,0.000208,0.004785,0.000001,0.095838,0.011491,0.002088,100,1.031455,0.000525,0.108218,79.824768,0.000003,0.000786,99.560585,96.460884,0.0031,99.994278,0.001071,0.197134,99.99955,99.895073,0.011177,0.000869,14.551904,-98.261925,-12.372392,-10.5758,1.742481,177.955109,2
1052,'2019/01/28 16:08:23:312',9,88.240936,0.006476,0.000017,0.000069,0.003839,0,0.008185,0.008688,0.000992,100,1.235857,0.000433,7.12197,85.813431,0.000001,0.000147,99.851578,98.049362,0.080983,99.996529,0.001169,0.204364,99.999634,99.908241,0.011382,0.000762,14.716187,-99.918991,-11.922765,-10.377068,2.09212,171.489563,2
1053,'2019/01/28 16:08:23:506',9,90.659554,0.004358,0.000004,0.000028,0.003619,0,0.002027,0.006864,0.0005,100,1.586426,0.000295,8.461762,90.653488,0,0.000023,99.946693,97.921028,1.844396,99.997124,0.001065,0.187022,99.999573,99.908028,0.015217,0.00066,14.77139,-98.155594,-10.636215,-9.625162,1.007433,170.986298,2
1054,'2019/01/28 16:08:23:568',9,84.977798,0.003448,0.000001,0.000009,0.008274,0,0.004137,0.001818,0.000345,100,1.815237,0.000253,11.461343,94.155952,0,0.000098,99.986908,96.182617,10.693767,99.998322,0.000637,0.103013,99.999046,99.896179,0.064767,0.000348,14.794818,-89.306229,-13.335697,-9.018481,-0.349349,173.393433,2
1055,'2019/01/28 16:08:23:650',9,87.227905,0.00449,0.000001,0.000009,0.008053,0,0.039777,0.003221,0.00039,100,1.64264,0.000287,9.121604,97.282501,0,0.00019,99.995972,94.213631,6.345895,99.998581,0.000843,0.13547,99.999084,99.8806,0.031809,0.000483,14.799188,-93.500824,-12.393693,-9.259706,0.570238,175.319992,2
1056,'2019/01/28 16:08:23:745',9,88.507759,0.004996,0.000001,0.000027,0.00069,0,0.044706,0.006129,0.000611,99.999985,1.607224,0.00021,1.093211,99.046371,0,0.000016,99.999367,87.657478,28.993977,99.998947,0.00018,0.025519,99.990845,99.809471,1.278293,0.000122,14.800817,-65.16423,-11.792909,-8.681373,1.685021,175.627579,2
1057,'2019/01/28 16:08:24:642',9,97.032219,0.001986,1.229428,0.023519,0.007351,0.000177,0.296286,0.066393,0.061804,99.999977,1.743858,0.000971,0.000107,94.695633,0.000001,0.000832,99.999832,0.023513,0.000009,99.994484,0.004242,0.193449,57.424755,52.193714,0.010822,0.000835,15.619701,-50.021881,-4.563849,-0.008184,11.829742,190.500168,2
1058,'2019/01/28 16:08:24:707',9,97.691589,0.006056,1.369251,0.004621,0.011297,0.000204,3.390852,0.063924,0.024048,99.999977,1.631741,0.00106,0.000119,40.64159,0.000043,0.00089,99.999603,0.031963,0.000006,99.812225,0.004217,0.193078,57.974899,52.442444,0.010769,0.00083,15.693702,-49.933701,-3.273723,1.757333,7.02126,194.420334,2
1059,'2019/01/28 16:08:24:787',9,97.967247,0.004247,1.67232,0.004545,0.011835,0.000207,4.101433,0.080528,0.026354,99.999977,1.80838,0.011322,0.000269,1.555078,0.001898,0.001056,99.996246,0.040489,0.000008,98.367874,0.004148,0.193034,57.932465,52.97607,0.010664,0.000824,15.895594,-49.223412,-2.623787,0.394449,7.749351,195.297607,2
1060,'2019/01/28 16:08:24:890',9,97.539154,0.003522,2.197289,0.005122,0.019305,0.000174,0.119752,0.102365,0.033358,99.999977,1.915433,0.008988,0.000208,2.388822,0.001723,0.001223,99.99707,0.040587,0.00001,97.52935,0.004033,0.192993,57.284176,53.910507,0.010483,0.000814,16.253614,-48.80648,-3.601254,-0.514131,5.929935,193.240204,2
1061,'2019/01/28 16:08:24:988',9,97.784645,0.00252,2.375338,0.00616,0.01433,0.000142,0.997009,0.120315,0.0384,99.999962,1.714778,0.006373,0.000252,3.503769,0.001927,0.001799,99.996613,0.032186,0.000014,95.213898,0.003995,0.19291,54.307781,54.225533,0.010422,0.00081,16.377769,-47.642212,-3.063231,-0.485611,6.690803,194.140854,2
1062,'2019/01/28 16:08:25:066',9,97.591339,0.003376,1.664477,0.007985,0.016615,0.000087,35.541847,0.170072,0.036111,99.999954,1.787179,0.007038,0.000135,4.413163,0.001911,0.002629,99.996933,0.029714,0.000017,92.83699,0.004162,0.192816,51.820774,52.963333,0.010667,0.000825,15.895375,-46.452728,-3.491418,-1.697625,6.659334,195.225647,2
1063,'2019/01/28 16:08:25:183',9,98.012299,0.002682,1.109232,0.017744,0.010705,0.000067,4.338887,0.21223,0.042367,99.999939,1.824184,0.005487,0.000172,4.750124,0.002004,0.004324,99.997154,0.026646,0.000031,90.803101,0.004295,0.192813,49.943737,51.974667,0.010863,0.000837,15.530872,-45.429665,-2.509423,-1.315915,6.510026,194.134171,2
1064,'2019/01/28 16:08:25:257',9,97.813828,0.002956,0.559081,0.020724,0.0066,0.000035,18.534813,0.228723,0.04362,99.999931,1.751099,0.005409,0.000111,5.394756,0.001789,0.004158,99.997116,0.025867,0.000022,87.881844,0.004429,0.1928,47.075562,50.993084,0.01106,0.000848,15.173674,-43.966564,-2.995417,-1.371483,7.001133,196.16246,2
1065,'2019/01/28 16:08:25:388',9,97.893448,0.003556,0.284754,0.021035,0.003038,0.000018,7.84343,0.18805,0.033992,99.999931,1.841895,0.005296,0.00011,6.243433,0.001665,0.00485,99.997261,0.023071,0.000018,85.334465,0.004491,0.192772,44.622807,50.503582,0.01116,0.000854,14.993903,-42.68771,-2.805873,-1.74682,6.686868,196.163177,2
1066,'2019/01/28 16:08:25:495',9,97.422997,0.006482,0.162465,0.017053,0.002264,0.00001,10.889543,0.184334,0.026215,99.999939,2.171059,0.005718,0.000064,7.700696,0.001399,0.002908,99.997498,0.019403,0.000008,85.98848,0.004524,0.192759,45.330982,50.285656,0.011202,0.000856,14.911084,-43.012497,-3.837831,-1.780131,6.621994,195.775467,2
1067,'2019/01/28 16:08:25:580',9,97.831749,0.004999,0.129437,0.007706,0.001154,0.000007,15.20261,0.108402,0.019394,99.999939,1.777038,0.004904,0.000076,17.119768,0.001241,0.001324,99.998001,0.022033,0.000004,85.643333,0.004521,0.192743,44.828403,50.227581,0.011216,0.000856,14.888968,-42.841114,-2.95335,-1.416526,6.361395,197.753433,2
1068,'2019/01/28 16:08:25:689',9,97.419044,0.005439,0.115694,0.004345,0.000979,0.000006,39.651855,0.097268,0.019754,99.999954,1.701857,0.005099,0.000103,20.445797,0.000974,0.000817,99.998352,0.028452,0.000003,89.095947,0.004522,0.19274,48.159203,50.203659,0.01122,0.000857,14.880268,-44.572155,-3.845689,-1.557588,5.297278,198.574402,2
1069,'2019/01/28 16:08:25:780',9,97.28997,0.005718,0.102831,0.002352,0.000754,0.000004,33.979061,0.070253,0.016646,99.999962,1.482869,0.005053,0.000143,26.235653,0.000628,0.000392,99.998474,0.041921,0.000001,89.595535,0.004521,0.192733,48.813389,50.180912,0.011225,0.000857,14.8708,-44.828415,-4.096325,-1.255374,4.960917,197.897141,2
1070,'2019/01/28 16:08:25:890',9,97.925308,0.006644,0.100447,0.001599,0.000698,0.000003,42.641838,0.053192,0.012732,99.999977,1.384591,0.006445,0.000148,33.623806,0.000479,0.000222,99.998856,0.062415,0.000001,92.578979,0.004519,0.192729,51.793152,50.177338,0.011225,0.000857,14.867317,-46.330704,-2.72805,-1.962279,4.401762,198.834091,2
1071,'2019/01/28 16:08:25:989',9,97.965034,0.007048,0.183546,0.001229,0.000649,0.000004,44.375957,0.049451,0.013114,99.999985,1.230919,0.008666,0.00016,25.085545,0.00038,0.000122,99.998947,0.071203,0,94.133797,0.004497,0.192728,53.624542,50.32589,0.011194,0.000855,14.919871,-47.114403,-2.629339,-2.43103,4.096668,197.291931,2
1072,'2019/01/28 16:08:26:069',9,97.468491,0.010512,1.021912,0.000611,0.000598,0.000006,98.269791,0.043855,0.030663,99.999985,1.272876,0.010899,0.000127,16.470066,0.000313,0.000084,99.99894,0.05232,0,94.360672,0.004293,0.192743,53.809292,51.822155,0.010889,0.000838,15.463999,-47.226479,-3.746425,-0.206958,6.569944,197.516083,2
1073,'2019/01/28 16:08:26:185',9,96.856255,0.022063,10.584801,0.000265,0.000535,0.000011,21.283344,0.043857,0.042585,99.999985,1.529875,0.013212,0.000086,10.203186,0.000227,0.00008,99.99881,0.033703,0,94.761467,0.00254,0.192816,53.997185,68.047867,0.007957,0.000661,22.778515,-47.426327,-4.860932,1.638184,6.236639,190.95578,2
1074,'2019/01/28 16:08:26:258',9,96.432465,0.027256,40.691746,0.000021,0.000666,0.00003,99.999527,0.060554,0.113004,99.999985,0.395608,0.017465,0.000107,6.837571,0.000217,0.000194,99.998703,0.013297,0,94.912048,0.000484,0.192886,53.195686,94.81649,0.00297,0.000313,57.108604,-47.517258,-5.515161,-0.453729,4.740917,198.076187,2
1075,'2019/01/28 16:08:26:393',9,96.233414,0.016766,90.175591,0.000002,0.000895,0.000049,99.999634,0.219098,0.542242,99.999985,0.058146,0.02571,0.000131,5.010363,0.000204,0.000961,99.998352,0.006027,0,93.531975,0.000031,0.19292,51.29277,99.840775,0.000588,0.000093,94.125275,-46.955299,-5.796957,-3.976916,3.934975,199.962769,2
1076,'2019/01/28 16:08:26:484',9,96.849701,0.025957,98.50386,0.000001,0.001019,0.000051,99.930313,1.019761,1.286565,99.999977,0.045728,0.030158,0.000137,1.752263,0.000211,0.00355,99.997398,0.0041,0,87.868599,0.00002,0.193044,45.705887,99.912102,0.000448,0.00008,96.128777,-44.352627,-4.871678,-0.965633,4.088717,192.265152,2
1077,'2019/01/28 16:08:26:585',9,96.568283,0.033773,99.036575,0.000001,0.003339,0.000159,81.960587,2.460518,1.154933,99.999908,0.041249,0.046552,0.000178,0.470453,0.000296,0.030612,99.99353,0.005603,0,65.027489,0.00002,0.193597,25.587952,99.915352,0.00044,0.000078,96.209976,-32.915985,-5.314049,0.363721,4.750778,191.645584,2
1078,'2019/01/28 16:08:26:761',9,96.890289,0.033086,99.37571,0.000002,0.009315,0.00048,72.815933,3.098041,1.299105,99.999321,0.084585,0.061495,0.001315,0.189271,0.000539,0.052239,99.970284,0.009142,0,20.420238,0.00002,0.195108,5.623475,99.917244,0.000435,0.000078,96.283218,-10.676247,-4.80476,-0.064481,5.617101,191.602509,2
1079,'2019/01/28 16:08:26:823',9,96.715889,0.022927,99.854263,0.000018,0.149914,0.002029,16.952763,20.217007,3.44023,99.993324,0.26299,0.077297,0.145496,0.098658,0.000966,0.448111,99.832794,0.009125,0.000001,3.105917,0.000032,0.209969,2.856479,99.919228,0.000427,0.000089,96.567719,-2.873627,-5.086597,-0.665605,4.311471,192.490646,2
1080,'2019/01/28 16:08:26:924',9,96.838089,0.035238,99.875282,0.00015,0.735838,0.012415,18.447565,24.339979,1.821136,99.93811,2.044894,0.095295,0.346484,0.032844,0.001909,0.733208,98.925308,0.014471,0.000002,0.357751,0.00004,0.235799,2.484366,99.913956,0.00042,0.000082,96.259842,-1.354324,-4.89069,0.438949,5.027216,192.378952,2
1081,'2019/01/28 16:08:26:998',9,97.699852,0.029324,99.863998,0.000271,1.937845,0.072517,94.053696,21.111626,2.432142,99.61377,2.384254,0.110434,0.186826,0.029167,0.003166,0.972864,95.194565,0.021385,0.000002,0.066538,0.000037,0.241418,2.269527,99.887619,0.000392,0.000096,95.681679,-1.788857,-3.255377,0.088644,3.707994,196.441956,2
1082,'2019/01/28 16:08:27:116',9,97.371552,0.017839,99.864273,0.000396,2.575571,0.188764,80.572144,25.027588,2.662107,98.118362,2.451317,0.130497,0.117359,0.020342,0.005767,0.759753,80.962112,0.035951,0.000001,0.015921,0.000042,0.228826,1.789054,99.690018,0.000303,0.000158,92.167336,-1.956917,-3.939291,0.418647,4.291973,193.367752,2
1083,'2019/01/28 16:08:27:194',9,97.012276,0.013919,99.854385,0.000226,0.755277,0.20351,40.177513,27.251621,3.730575,94.83287,2.377445,0.374963,0.045779,0.028246,0.007541,0.037592,71.498306,0.012431,0,0.006567,0.000041,0.21841,1.573356,99.391983,0.000255,0.000236,88.80748,-1.646828,-4.598366,-2.952763,2.393982,197.227478,2
1084,'2019/01/28 16:08:27:330',9,97.127861,0.015897,99.849442,0.000225,0.122148,0.235238,78.010162,29.001293,3.35372,88.350662,2.103909,0.782098,0.024113,0.027911,0.007985,0.003242,59.341835,0.002016,0,0.003395,0.000043,0.211491,1.285285,98.562729,0.000205,0.00035,81.943329,-1.60582,-4.395135,-2.133962,2.113891,196.141083,2
