@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute outputs-1 {0,1,2,3}

@data
59,'2019/01/24 11:06:25:349',1,97.493141,0.520768,0.953097,0.047266,0.011037,2.531929,0.000002,0.622425,3.787781,0.228223,0.007606,0.000034,93.497833,0.633909,0.463517,0.102044,0.759182,0.007107,0.07763,0.000222,0.018655,0.62662,0.587516,40.218674,0.00176,0.006403,0.226979,-29.28299,3.69624,-22.386499,3.072156,167.958481,1
60,'2019/01/24 11:06:25:483',1,95.49118,4.607901,0.013798,0.003412,0.01579,7.823926,0,0.000619,31.274498,0.238737,0.018723,0.000057,67.743347,0.45829,0.489882,0.324041,1.005217,0.034183,0.027559,0.000198,0.005895,7.718235,0.593641,12.186246,0.001383,0.084704,0.390216,-31.177979,6.735009,-25.294462,3.559961,165.258423,1
61,'2019/01/24 11:06:25:581',1,92.298569,6.44429,0.006742,0.00194,0.004314,2.457733,0,0.00004,71.750275,0.356301,0.031814,0.000113,23.785831,0.337845,0.338873,0.300094,2.435855,0.078899,0.02018,0.000253,0.000625,8.135154,0.568418,0.680302,0.001258,2.790092,1.24415,-30.70414,9.581889,-26.315456,4.459816,166.62178,1
62,'2019/01/24 11:06:25:681',1,83.099602,1.55731,0.009249,0.001097,0.001563,0.775101,0,0.000009,86.420502,0.456184,0.073037,0.000123,23.744864,0.248738,0.25926,0.176583,4.300609,0.078905,0.01422,0.000194,0.000213,57.63699,0.536651,0.479412,0.00179,4.749876,2.77377,-33.59523,14.036486,-25.31274,6.053699,163.994415,1
63,'2019/01/24 11:06:25:781',1,76.628967,0.144327,0.0384,0.000916,0.001178,0.583421,0,0.000013,87.756195,0.697318,0.091772,0.000144,30.802935,0.147848,0.294351,0.248473,5.668125,0.059132,0.004592,0.00019,0.000198,93.974022,0.536925,0.715802,0.002008,3.993229,3.327886,-35.710739,16.062611,-24.831707,8.763445,170.00853,1
64,'2019/01/24 11:06:25:880',1,40.381271,0.0134,0.56949,0.001757,0.000492,0.764845,0.00003,0.000039,88.675438,0.8786,0.11119,0.000159,28.951036,0.094915,0.335588,0.379609,9.910817,0.026898,0.014945,0.000224,0.000177,97.670486,0.527879,0.646897,0.002153,3.71453,4.244884,-35.404022,23.948019,-21.726336,14.02429,175.600342,1
65,'2019/01/24 11:06:25:981',1,38.123001,0.001454,5.068875,0.002231,0.000671,2.256294,0.000002,0.000083,83.038506,0.506572,0.075264,0.000452,19.399929,0.064533,0.718402,0.803653,9.918619,0.010401,0.01622,0.00015,0.000149,97.295029,0.497221,0.451833,0.00186,2.679283,4.482408,-30.961746,24.421654,-23.136309,16.438852,179.911652,1
66,'2019/01/24 11:06:26:079',1,45.427189,0.000109,55.18824,0.003948,0.001274,11.074374,0.004166,0.000111,80.995804,0.268089,0.042646,0.001349,11.787612,0.024695,1.612254,1.295936,6.735948,0.003549,0.023304,0.000033,0.000009,97.006172,0.453721,8.636353,0.000341,0.851461,31.916697,-28.202072,22.917124,-24.258011,18.849148,194.214935,1
67,'2019/01/24 11:06:26:324',1,95.916138,0.000023,84.58226,0.053183,0.003611,22.051189,0.000086,0.000421,73.299446,0.795272,0.026873,0.001335,11.062875,0.004092,0.865115,2.710727,9.14741,0.005337,0.027497,0.000022,0.000002,94.967926,0.433829,42.285572,0.000136,0.224337,64.330276,-26.07785,6.21784,-18.040346,7.488411,165.083481,1
68,'2019/01/24 11:06:26:383',1,98.646393,0.000165,65.25383,0.172524,0.010471,34.605423,0.000004,0.001894,77.739159,0.614293,0.026104,0.001531,59.825069,0.006635,1.811654,3.989397,10.350473,0.005321,0.089335,0.000018,0.000013,82.625679,0.408929,85.709282,0.000265,0.203228,45.279781,-42.314678,0.556179,-14.803614,4.414575,166.098999,1
69,'2019/01/24 11:06:26:478',1,98.374939,0.020603,5.460427,0.297861,0.117458,25.971178,0.000002,0.066895,82.346954,0.476563,0.017981,0.001171,71.157661,0.023924,2.595361,3.397635,10.040669,0.00137,0.088797,0.000024,0.000357,28.388647,0.419857,15.840599,0.001861,1.033664,4.496018,-46.90567,-1.483819,-12.088888,7.764859,165.113541,1
70,'2019/01/24 11:06:26:573',1,97.277023,0.118994,0.494657,0.57161,0.036087,3.231669,0,19.413946,80.611679,0.220629,0.01891,0.000831,82.245789,0.049372,3.785861,0.978039,4.82973,0.000134,0.070967,0.000026,0.001165,3.021294,0.446274,22.568741,0.001972,1.082056,2.668208,-48.898228,-4.120831,-10.0711,8.501299,163.818832,1
71,'2019/01/24 11:06:26:674',1,97.113083,0.053062,1.636433,0.386362,0.049853,3.067005,0.000002,84.397858,80.51461,0.125772,0.012536,0.000776,69.788071,0.130092,4.533295,1.055476,3.142463,0.000029,0.074285,0.000048,0.00774,7.368988,0.428109,11.495414,0.001852,1.347928,2.622383,-45.210072,-4.421557,-7.225926,8.110014,162.730072,1
72,'2019/01/24 11:06:26:781',1,97.848679,0.015808,6.021022,0.352319,0.099769,10.516692,0.000007,99.892288,72.315651,0.059591,0.006049,0.000698,60.902733,0.235925,3.938296,0.917405,1.834925,0.000015,0.073522,0.000049,0.012349,2.533623,0.418321,8.607033,0.00157,0.850961,2.417756,-40.061478,-2.913296,-3.412955,7.774883,161.701706,1
73,'2019/01/24 11:06:26:886',1,98.460754,0.001336,27.620087,0.209714,0.066661,3.095885,0,99.997185,62.33419,0.029235,0.003406,0.000589,71.805206,0.462475,2.391238,0.252989,0.60811,0.000018,0.04901,0.000051,0.006861,7.00814,0.427865,48.9739,0.000755,0.22544,4.872155,-40.205666,-1.208187,-2.389818,6.981278,163.016724,1
74,'2019/01/24 11:06:26:980',1,98.56572,0.000808,31.915951,0.22887,0.042117,2.363709,0,99.997162,66.708572,0.044205,0.00417,0.000276,56.73737,1.268456,0.959596,0.081722,0.49981,0.000013,0.027198,0.000065,0.003514,4.034338,0.431823,30.778891,0.000652,0.350734,6.720098,-36.95266,0.849701,-2.492565,5.453009,160.681305,1
75,'2019/01/24 11:06:27:057',1,97.347771,0.000214,52.039837,0.253079,0.02689,0.871555,0.000004,99.998772,65.648392,0.085432,0.005335,0.000155,50.786442,2.136012,0.252747,0.023408,0.485334,0.000011,0.00838,0.000175,0.0011,1.281166,0.431809,55.029869,0.000337,0.219075,16.020155,-34.836197,3.985571,-1.572458,3.473555,160.388535,1
76,'2019/01/24 11:06:27:152',1,90.994293,0.00007,65.722374,0.302721,0.030722,0.680034,0,99.999367,68.353767,0.081775,0.007118,0.000223,17.564907,1.9119,0.216734,0.010012,0.423734,0.000012,0.003842,0.000122,0.000266,2.071191,0.431091,23.258614,0.000215,0.324704,29.0243,-25.663132,10.435309,-0.857104,2.987505,160.256378,1
77,'2019/01/24 11:06:27:248',1,76.185577,0.000034,61.473919,0.25037,0.014037,0.327364,0,99.996864,63.920792,0.043998,0.008558,0.000501,6.207435,1.517414,0.209879,0.003473,0.265399,0.000036,0.001943,0.000083,0.000335,5.699032,0.428897,9.042354,0.000246,0.326485,22.326527,-20.942055,16.185596,1.119314,1.420007,160.433304,1
78,'2019/01/24 11:06:27:381',1,55.108036,0.000052,63.53688,0.07405,0.006797,0.134458,0,99.984398,65.570328,0.055305,0.008268,0.000839,1.363344,0.415296,0.089696,0.001679,0.159213,0.000217,0.001167,0.000077,0.000257,71.885155,0.427751,7.536007,0.000229,0.376397,24.994896,-20.052605,20.974817,0.629932,0.455912,156.503479,1
79,'2019/01/24 11:06:27:480',1,56.850475,0.000118,64.879784,0.038996,0.006586,0.176542,0,99.872917,50.950424,0.064739,0.007774,0.00153,1.136463,0.33601,0.064766,0.003307,0.148028,0.000824,0.000621,0.0001,0.000436,94.483826,0.427703,8.110624,0.000219,0.138239,18.68144,-15.614372,20.621235,0.814579,-2.181979,156.509933,1
80,'2019/01/24 11:06:27:580',1,60.846195,0.000135,65.649605,0.008189,0.014629,0.25805,0,98.576889,28.594748,0.082347,0.004175,0.006789,0.905268,0.075877,0.020935,0.010111,0.06326,0.001474,0.000417,0.000051,0.001012,98.591438,0.426593,8.402017,0.000214,0.030789,10.843395,-8.859283,19.795742,2.396965,-2.540684,157.912766,1
81,'2019/01/24 11:06:27:682',1,79.632675,0.000095,56.5826,0.001533,0.048278,0.119122,0,96.638107,9.458254,0.072883,0.003628,0.0141,0.804635,0.060395,0.010408,0.010984,0.026317,0.000619,0.000219,0.000033,0.003467,98.687218,0.426109,4.548726,0.000287,0.010819,4.164872,-3.106049,15.182537,4.057071,-2.116244,160.824722,1
82,'2019/01/24 11:06:27:782',1,92.906746,0.000085,63.495056,0.000804,0.341793,0.185991,0.000007,98.526321,1.940971,0.055628,0.004668,0.016878,1.168035,0.060648,0.012365,0.009454,0.013706,0.000182,0.000097,0.000024,0.003511,98.488632,0.425955,7.418829,0.000229,0.005484,4.669018,-1.049599,9.137738,8.658819,-1.974052,162.045746,1
83,'2019/01/24 11:06:27:881',1,96.304771,0.000038,62.235268,0.001048,1.790554,0.264789,0.000001,99.316238,0.293689,0.05928,0.006293,0.031796,1.711618,0.095163,0.015049,0.00557,0.012528,0.000068,0.000056,0.000027,0.004404,97.254196,0.425969,7.112176,0.000239,0.005028,4.19322,-1.162262,5.697626,11.671329,-1.080296,162.920685,1
84,'2019/01/24 11:06:27:981',1,98.02916,0.000016,62.579884,0.000326,3.8623,0.128364,0.000004,99.864235,0.114988,0.067949,0.009372,0.063422,2.084132,0.037614,0.018928,0.002702,0.010119,0.000041,0.000069,0.000024,0.004813,90.94558,0.425982,8.340279,0.000236,0.0049,4.240732,-1.86348,2.465979,13.445614,0.905664,162.332352,1
85,'2019/01/24 11:06:28:079',1,98.47393,0.000017,66.618362,0.000278,2.6606,0.121654,0,99.955444,0.175842,0.083746,0.00984,0.080372,2.084157,0.03444,0.030623,0.002641,0.012418,0.000038,0.000206,0.000019,0.00369,86.118607,0.425967,10.025813,0.000207,0.004449,5.15025,-1.532951,-1.164525,12.519049,2.124789,160.961533,1
86,'2019/01/24 11:06:28:179',1,97.718407,0.000017,73.909081,0.000207,1.966329,0.103493,0,99.995872,0.130226,0.088159,0.014255,0.06753,1.497739,0.030578,0.040644,0.001277,0.013907,0.00004,0.000509,0.000016,0.002393,33.117775,0.425978,15.146142,0.000163,0.003731,7.24255,-1.125381,-3.213939,11.740455,3.316441,160.409241,1
87,'2019/01/24 11:06:28:272',1,97.36586,0.000018,86.304588,0.000776,0.840662,0.158933,0,99.999466,0.189088,0.087968,0.017712,0.03622,2.462813,0.06252,0.068711,0.000935,0.014167,0.000047,0.002489,0.000012,0.001177,5.182863,0.425916,30.952776,0.000109,0.002701,12.692097,-1.070648,-3.950403,9.123239,2.477709,161.37001,1
88,'2019/01/24 11:06:28:394',1,96.722748,0.000027,79.598862,0.000795,0.330191,0.155885,88.273094,99.996391,0.12708,0.056327,0.016857,0.015786,3.309622,0.119505,0.142563,0.001048,0.024457,0.000133,0.011261,0.000007,0.001698,19.395769,0.42574,22.779177,0.000135,0.003132,9.405103,-1.129929,-5.075788,4.523874,2.820473,155.501038,1
89,'2019/01/24 11:06:28:482',1,96.618805,0.00008,66.484924,0.00111,0.123474,0.195945,0.000111,99.972969,0.149104,0.043604,0.023955,0.004661,12.174066,0.157092,0.265494,0.001364,0.027831,0.000331,0.108368,0.000003,0.003985,59.705208,0.423079,17.882071,0.000211,0.00373,5.117209,-3.629044,-5.237281,2.393619,4.063708,157.353439,1
90,'2019/01/24 11:06:28:580',1,96.955971,0.000141,43.530552,0.005432,0.046018,0.104369,0.000002,99.701073,0.183867,0.046803,0.035147,0.001295,12.449833,0.145692,0.293203,0.000484,0.049508,0.002782,2.653411,0.000003,0.011782,71.79599,0.358674,4.131813,0.00068,0.005571,1.686117,-1.150818,-4.69464,0.979229,4.069798,161.261719,1
91,'2019/01/24 11:06:28:681',1,96.871078,0.000341,10.963254,0.15125,0.022811,0.054927,0.000027,63.572948,0.175061,0.049545,0.079069,0.000061,10.691808,0.247508,1.17956,0.00033,0.239353,0.011916,85.275505,0.000003,0.000083,0.001309,0.00162,99.356377,93.647049,0.000052,0.338222,82.062897,-4.83655,-1.035814,5.072063,162.258514,1
92,'2019/01/24 11:06:28:776',1,97.360977,0.000661,3.619311,0.649514,0.026866,0.061776,0,2.311856,0.241585,0.06392,0.117218,0.000012,8.879938,0.189976,2.173733,0.000495,0.957377,0.052039,99.721733,0.000004,0.000006,0.000112,0.000641,99.917809,99.507217,0.000024,0.242682,97.210648,-3.959931,-1.230509,4.965789,160.648148,1
93,'2019/01/24 11:06:28:879',1,97.435989,0.000935,3.788671,8.342527,0.030087,0.050542,0.000001,4.639485,1.278085,0.061642,0.217803,0.000002,15.983839,0.099227,4.366696,0.000789,2.943925,0.12816,99.997307,0.000005,0.000007,0.000107,0.000659,99.920975,99.542961,0.000021,0.275988,94.747795,-3.8119,-0.775212,4.575212,163.711411,1
94,'2019/01/24 11:06:28:974',1,96.985428,0.000735,4.169007,49.86269,0.013984,0.010729,0.00002,5.079453,3.873273,0.083681,0.280475,0,4.481972,0.078673,5.500149,0.001493,17.938816,0.215266,99.999962,0.000015,0.000005,0.000107,0.000876,99.921013,99.647453,0.000018,0.595146,97.38092,-4.644485,-2.045198,5.246799,167.964081,1
95,'2019/01/24 11:06:29:069',1,98.108292,0.000615,7.23328,85.565353,0.004498,0.006064,0.000001,7.460291,6.682211,0.388565,0.238536,0,0.203238,0.051578,4.817642,0.001956,63.851398,0.438399,99.999985,0.000055,0.000004,0.000107,0.002078,99.921013,99.830559,0.000005,5.654065,97.71302,-2.257056,-1.54805,4.341537,163.376068,1
96,'2019/01/24 11:06:29:151',1,98.40889,0.000466,9.740469,87.540741,0.001525,0.002169,0.000004,5.232692,7.496749,1.742375,0.212633,0,0.004352,0.02713,4.147277,0.00156,92.87561,0.438314,100,0.000203,0.000003,0.000107,0.003537,99.921013,99.891426,0.000002,20.445179,97.529343,-1.376513,-1.25584,3.910967,164.427078,1
97,'2019/01/24 11:06:29:280',1,98.782906,0.000429,15.162519,94.743164,0.000463,0.001427,0.000044,5.116402,9.273264,7.743554,0.236186,0,0.001593,0.011871,4.048498,0.001654,99.057213,0.45483,100,0.000662,0.000002,0.000107,0.004011,99.921013,99.884132,0.000001,31.948767,96.989037,0.017719,-1.368559,4.117469,165.065811,1
98,'2019/01/24 11:06:29:377',1,98.642265,0.000571,24.239946,97.552925,0.000126,0.000366,0.000321,7.605517,12.11794,34.040668,0.250659,0,0.001601,0.00619,2.949612,0.002039,99.813217,0.372899,100,0.002531,0.000001,0.000107,0.004076,99.921013,99.846245,0.000001,45.440109,96.175606,0.571588,-2.18009,2.935833,166.91864,1
99,'2019/01/24 11:06:29:473',1,98.536926,0.000379,24.427309,98.148064,0.000024,0.000117,0.00003,4.318705,17.297403,75.536026,0.237459,0,0.002843,0.002742,2.426852,0.0012,99.974937,0.366139,100,0.010736,0.000001,0.000107,0.00416,99.921013,99.845757,0.000002,49.728436,94.621002,0.950536,-1.717768,2.360732,164.816055,1
100,'2019/01/24 11:06:29:549',1,98.69593,0.00026,34.491844,97.876266,0.000006,0.000098,0.000006,7.610857,22.000963,94.428398,0.191374,0,0.001985,0.001703,1.691,0.000487,99.995361,0.290287,100,0.030551,0,0.000107,0.004136,99.921013,99.785789,0.000002,65.348587,93.23848,0.367233,-0.941175,1.955387,165.287094,1
101,'2019/01/24 11:06:29:681',1,98.70266,0.000302,26.199404,98.136688,0.000004,0.000177,0.000003,6.664582,26.02705,98.694695,0.243347,0,0.001634,0.000772,0.991475,0.001146,99.998543,0.333465,100,0.088996,0.000001,0.000107,0.00417,99.921013,99.836632,0.000003,58.436012,91.979729,0.34102,0.360112,1.91407,165.598251,1
102,'2019/01/24 11:06:29:780',1,98.749115,0.000333,22.815441,95.098495,0.000004,0.000109,0,7.564279,16.290873,99.762825,0.164155,0,0.003095,0.000707,0.331956,0.001743,99.999443,0.443234,100,0.258626,0.000001,0.000107,0.00421,99.921013,99.853729,0.000002,46.989975,94.760254,0.156349,0.998547,1.599464,163.397003,1
103,'2019/01/24 11:06:29:880',1,98.467598,0.000154,14.79879,92.570511,0.000004,0.000058,0.000004,5.879575,8.306419,99.951515,0.144447,0,0.004218,0.000741,0.102874,0.001002,99.999825,0.791161,100,0.666616,0.000002,0.000107,0.004454,99.921013,99.887451,0.000001,31.845421,96.777565,-1.185572,2.912289,3.376478,165.876129,1
104,'2019/01/24 11:06:29:979',1,98.286438,0.000197,13.138744,87.479782,0.000003,0.000061,0,7.69959,3.915893,99.983665,0.10774,0,0.010278,0.001269,0.045978,0.001618,99.999847,0.657656,99.999985,0.793023,0.000003,0.000107,0.004354,99.921013,99.893394,0.000001,27.376482,98.09626,-1.753438,2.746521,4.958867,160.503494,1
105,'2019/01/24 11:06:30:059',1,97.974579,0.000206,9.90202,86.676666,0.000006,0.0001,0,3.423834,2.136166,99.983002,0.097291,0,0.005618,0.001687,0.032779,0.00374,99.999809,0.555302,99.999985,0.993651,0.000003,0.000107,0.004322,99.921013,99.904091,0.000001,23.310961,98.58181,-2.605344,2.663822,5.311077,161.762085,1
106,'2019/01/24 11:06:30:159',1,97.016533,0.000279,7.230701,81.484642,0.000005,0.000133,0,4.331232,2.126657,99.981339,0.101179,0,0.008816,0.002223,0.023893,0.004223,99.999786,0.331863,99.999977,1.003864,0.000004,0.000107,0.004204,99.921013,99.912125,0.000001,21.003885,98.69014,-4.591023,2.817567,6.026016,159.624191,1
107,'2019/01/24 11:06:30:278',1,97.043144,0.00036,6.960429,81.918449,0.000004,0.000059,0.000001,8.747228,1.623843,99.985184,0.089964,0,0.001606,0.002734,0.01363,0.00186,99.999847,0.329058,99.999977,1.092345,0.000005,0.000107,0.004189,99.921013,99.912888,0.000001,20.533279,98.800995,-4.54486,3.749438,5.365623,161.308517,1
108,'2019/01/24 11:06:30:375',1,98.103218,0.000465,7.084351,87.295586,0.000003,0.000033,0.000015,13.008616,2.340043,99.989738,0.115925,0,0.000224,0.002219,0.009904,0.000649,99.999916,0.249061,99.999962,1.081187,0.000005,0.000107,0.004152,99.921013,99.912544,0.000001,20.988604,98.632462,-2.270697,1.975303,5.752077,160.575027,1
109,'2019/01/24 11:06:30:494',1,98.348961,0.000734,8.480529,89.830086,0.000002,0.000023,0.000012,12.046804,3.109529,99.992668,0.125453,0,0.000019,0.002315,0.007809,0.000252,99.999931,0.199701,99.999977,0.988641,0.000005,0.000107,0.004097,99.921013,99.908447,0.000001,22.570314,98.472679,-1.564407,1.580238,4.364166,166.793076,1
110,'2019/01/24 11:06:30:586',1,98.180298,0.001157,6.672087,88.149948,0.000001,0.000009,0.000011,4.481142,3.534135,99.994263,0.175785,0,0.000006,0.002404,0.007335,0.000066,99.999939,0.212842,99.999985,0.80582,0.000004,0.000107,0.004081,99.921013,99.913712,0.000001,21.241266,98.430061,2.059355,0.539088,2.468945,164.245926,1
111,'2019/01/24 11:06:30:678',1,98.448456,0.001542,5.41781,88.508759,0.000001,0.000003,0.000028,6.877756,3.02874,99.995804,0.254814,0,0.000005,0.002147,0.008023,0.00002,99.999954,0.274968,99.999985,0.704382,0.000005,0.000107,0.004101,99.921013,99.917175,0.000001,19.96726,98.601227,1.248596,1.38319,1.684267,166.945206,1
112,'2019/01/24 11:06:30:780',1,98.335732,0.001554,7.343651,89.675964,0.000001,0.000002,0.000055,2.37214,4.51654,99.99762,0.381078,0,0.000009,0.002398,0.010052,0.000005,99.999977,0.329061,100,0.348927,0.000003,0.000107,0.00407,99.921013,99.911789,0.000001,22.314793,98.305573,1.605012,1.006715,2.47863,165.895767,1
113,'2019/01/24 11:06:30:881',1,98.617783,0.000399,9.557366,94.721786,0.000001,0.000002,0.000011,1.586285,3.133181,99.998558,0.330197,0,0.000011,0.001412,0.014032,0.000005,99.999985,0.260047,100,0.314087,0.000003,0.000107,0.004021,99.921013,99.905174,0.000001,23.538307,98.77285,0.662179,1.341309,3.216176,165.689697,1
114,'2019/01/24 11:06:30:980',1,98.64679,0.000384,7.52983,92.952545,0.000002,0.000003,0.000064,3.385277,2.68199,99.99894,0.343392,0,0.000011,0.000813,0.016913,0.000007,99.999985,0.172058,100,0.285598,0.000004,0.000107,0.003977,99.921013,99.911255,0.000001,21.533327,98.966454,-0.554673,1.092254,4.063288,165.16423,1
115,'2019/01/24 11:06:31:089',1,98.726463,0.000383,6.138386,96.202873,0.000002,0.000006,0.000006,6.614375,1.69268,99.99926,0.323642,0,0.000005,0.000585,0.017352,0.000003,100,0.177984,100,0.374405,0.000005,0.000107,0.003993,99.921013,99.915207,0.000001,19.903715,99.215881,-0.247203,0.554214,5.957775,164.036911,1
116,'2019/01/24 11:06:31:179',1,98.162773,0.000306,6.151149,95.026031,0.000001,0.000003,0.00007,5.79425,2.343527,99.999489,0.27063,0,0.000003,0.00076,0.012713,0.000001,100,0.245201,99.999985,0.716143,0.000005,0.000107,0.004077,99.921013,99.915169,0.000001,20.227196,98.816185,-2.108146,0.836992,5.85037,162.88472,1
117,'2019/01/24 11:06:31:299',1,97.355247,0.000459,3.208242,84.729561,0.000001,0.000001,0.000026,4.902093,2.184873,99.999474,0.246274,0,0.000002,0.002249,0.010538,0.000001,100,0.331066,99.999939,1.208347,0.000005,0.000107,0.004192,99.921013,99.922958,0.000001,17.886309,98.574684,-3.971066,0.920325,7.120871,163.346588,1
118,'2019/01/24 11:06:31:407',1,98.004532,0.000736,1.961177,55.257912,0.000002,0,0.000213,7.238045,2.005784,99.999069,0.224613,0,0.000002,0.008118,0.008134,0,100,0.22616,99.999466,1.371437,0.000006,0.000107,0.004145,99.920998,99.926025,0.000001,16.912918,98.599236,-2.529311,1.36395,7.336113,162.633102,1
119,'2019/01/24 11:06:31:488',1,98.700104,0.001849,0.779926,7.515565,0.000001,0,0.000225,2.150495,2.369408,99.997986,0.204642,0,0.000003,0.028723,0.00647,0,99.999985,0.069723,99.985313,1.656575,0.000005,0.000107,0.004101,99.920853,99.928658,0.000001,16.246061,98.425476,0.350981,2.694957,-0.724598,164.292145,1
120,'2019/01/24 11:06:31:576',1,98.111504,0.002518,0.541087,1.450687,0.000002,0,0,1.958246,4.203827,99.994041,0.145837,0,0.000012,0.094233,0.005464,0.000001,99.999977,0.011818,99.47419,1.494864,0.000005,0.000115,0.004173,99.914864,99.923035,0.000001,16.840372,97.984749,2.248394,1.020743,-3.926175,161.64473,1
121,'2019/01/24 11:06:31:685',1,98.649742,0.002093,0.485025,0.172015,0.000003,0,0,2.60768,9.587681,99.984268,0.074886,0,0.000025,0.413412,0.003644,0.000003,99.999916,0.002911,88.896049,1.571204,0.000009,0.000458,0.008343,99.61528,99.567802,0.000004,19.181684,85.300858,0.543608,2.611925,-4.097359,161.36673,1
122,'2019/01/24 11:06:31:784',1,98.473099,0.003575,0.370026,0.005602,0.000007,0.000002,0,2.948957,21.782282,99.967278,0.031982,0,0.000102,1.426129,0.002521,0.000076,99.999832,0.001415,7.678441,2.96482,0.001187,1.269975,1.760982,50.660427,0.039085,0.002176,25.38369,-0.338249,1.16731,2.6054,-3.746689,161.828949,1
123,'2019/01/24 11:06:31:884',1,98.697868,0.002304,0.480464,0.002075,0.00003,0.000002,0,4.434118,22.753092,99.9683,0.014192,0.000001,0.000439,6.829164,0.000871,0.000543,99.999489,0.002688,2.02704,12.255733,0.001735,0.601997,3.602279,50.856983,0.015451,0.003374,26.046652,-10.928261,0.359701,3.936712,-1.349251,161.237717,1
124,'2019/01/24 11:06:31:983',1,98.193596,0.00236,0.867133,0.001296,0.000087,0.000002,0,14.981758,32.470749,99.970505,0.007245,0.000003,0.000793,12.781419,0.00025,0.001396,99.998154,0.009776,1.140276,36.98872,0.001709,0.461066,9.474711,51.544674,0.013196,0.006776,32.459263,-27.101074,-2.021996,5.912552,2.332354,161.333771,1
125,'2019/01/24 11:06:32:081',1,97.800758,0.001091,1.131334,0.000676,0.000275,0.000001,0,22.547178,20.566721,99.969696,0.003774,0.000016,0.001888,29.171444,0.000092,0.004379,99.992661,0.029334,1.476495,56.853657,0.003478,0.35797,18.289787,52.006062,0.013822,0.002977,25.410694,-33.137047,-3.025894,7.262064,3.980366,161.72998,1
126,'2019/01/24 11:06:32:187',1,97.717262,0.001336,0.959298,0.001292,0.000312,0,0,17.503538,15.853114,99.979752,0.004497,0.000057,0.000997,44.612083,0.00004,0.006348,99.979202,0.061002,1.32046,74.960098,0.003648,0.30765,31.604191,51.675278,0.013546,0.002207,22.662672,-40.948242,-3.21648,5.926244,3.28981,162.081055,1
127,'2019/01/24 11:06:32:284',1,97.987282,0.00162,0.863459,0.002114,0.00019,0,0,16.087334,15.269189,99.986198,0.005121,0.000145,0.001327,43.767853,0.000022,0.002687,99.952927,0.050373,2.338722,85.656059,0.00335,0.26402,39.647236,51.457424,0.016044,0.00199,22.253279,-45.096249,-2.573247,4.922479,2.333389,158.75029,1
128,'2019/01/24 11:06:32:386',1,98.693329,0.001063,0.776217,0.003568,0.00022,0,0.000034,7.792029,8.818581,99.992775,0.006834,0.000159,0.000525,39.689667,0.000022,0.001147,99.933281,0.046279,4.230938,91.654816,0.002944,0.212451,42.330387,51.266701,0.021921,0.001144,19.004805,-44.264751,-0.377334,1.060678,1.480163,161.907745,1
129,'2019/01/24 11:06:32:484',1,98.337502,0.001371,0.666499,0.003543,0.000093,0,0.000005,4.186007,7.317447,99.996361,0.011697,0.000162,0.000228,27.783459,0.000012,0.000362,99.939896,0.027146,3.754977,94.275627,0.002887,0.302597,45.577881,51.082684,0.020354,0.001072,18.243469,-45.590954,1.599572,0.951832,0.446776,161.370941,1
130,'2019/01/24 11:06:32:604',1,98.262718,0.000946,0.365481,0.003748,0.000081,0.000001,0.000002,6.791232,4.475803,99.998764,0.020158,0.000146,0.000156,18.045477,0.000009,0.000274,99.961456,0.024012,4.380243,96.744743,0.003457,0.29069,46.971275,50.583797,0.022779,0.000856,16.80875,-45.345917,1.823385,1.244252,-0.398811,163.595291,1
131,'2019/01/24 11:06:32:694',1,98.401131,0.002815,0.167612,0.005348,0.000035,0,0.000004,3.531241,4.444771,99.999382,0.044718,0.000173,0.000091,11.420977,0.000006,0.000101,99.963318,0.016359,2.542156,97.288269,0.003549,0.477186,50.486969,50.233807,0.016971,0.000971,16.657536,-47.442486,1.401219,0.546078,-0.068523,165.035446,1
132,'2019/01/24 11:06:32:781',1,98.595749,0.002383,0.151807,0.005515,0.000029,0.000001,0.000073,3.777502,4.723207,99.998878,0.064529,0.000102,0.000064,14.793266,0.000008,0.000137,99.964867,0.009416,3.632712,92.306114,0.003292,0.58669,43.82246,50.208366,0.020297,0.00092,16.764122,-43.940662,0.742381,0.642205,1.588697,163.034393,1
